BAD,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0.0,14400.0,7536.0,10573.7,CarImp,ProfExe,8.0,0.0,0.0,121.298029,1.0,27.0,24.761899592,2018-04-16,oceano,California,Pacific,West
0.0,14400.0,7928.8,9239.1,DebtCon,ProfExe,8.0,0.0,1.0,341.50155908,,41.0,39.435496901,2020-09-17,linden,North Carolina,South Atlantic,South
0.0,14400.0,4655.1,6854.5,DebtCon,Other,7.0,0.0,0.0,118.74648606,3.0,49.0,29.571263376,2017-01-27,hays,Kansas,West North Central,Midwest
0.0,14400.0,8012.3,10222.3,DebtCon,ProfExe,9.0,2.0,0.0,176.418283,0.0,30.0,27.644954624,2020-09-29,north bend,Washington,Pacific,West
0.0,14400.0,4513.8,5202.9,DebtCon,Other,,0.0,0.0,94.38539454,0.0,15.0,40.136054213,2021-07-29,hephzibah,Georgia,South Atlantic,South
0.0,14400.0,11191.4,14210.5,DebtCon,ProfExe,3.0,0.0,0.0,284.51696603,1.0,46.0,32.911384663,2019-05-06,manassas,Virginia,South Atlantic,South
0.0,14400.0,10048.7,11891.1,DebtCon,Other,11.0,0.0,0.0,179.34102702,0.0,27.0,35.852863711,2018-12-14,elma,Washington,Pacific,West
0.0,14400.0,7877.7,10334.4,CarImp,ProfExe,5.0,0.0,0.0,104.40459654,1.0,27.0,24.35085757,2019-10-09,lindale,Texas,West South Central,South
0.0,14500.0,5244.0,6215.0,DebtCon,Other,4.0,0.0,0.0,174.67690038,0.0,13.0,27.191720909,2019-07-03,harrisonburg,Virginia,South Atlantic,South
0.0,14500.0,7151.1,8863.2,DebtCon,Other,9.0,0.0,0.0,85.748149115,2.0,11.0,31.547811669,2020-06-13,central point,Oregon,Pacific,West
0.0,14500.0,5492.7,6317.7,DebtCon,Other,3.0,0.0,0.0,178.93616767,0.0,14.0,27.062233476,2017-05-12,albuquerque,New Mexico,Mountain,West
0.0,14500.0,,3062.5,DebtCon,Other,11.0,,,89.856577087,2.0,9.0,33.474513805,2017-11-09,hastings,Florida,South Atlantic,South
0.0,14500.0,7089.6,9165.2,CarImp,Office,24.0,0.0,0.0,163.99161436,2.0,13.0,41.492816338,2020-03-22,watsontown,Pennsylvania,Middle Atlantic,Northeast
0.0,14500.0,3579.9,5172.0,CarImp,Other,10.0,0.0,0.0,123.21810499,1.0,9.0,18.324935276,2018-02-03,haines city,Florida,South Atlantic,South
0.0,14500.0,6795.6,8031.8,DebtCon,Other,1.0,0.0,0.0,233.39727318,2.0,26.0,31.316415415,2021-08-02,white pigeon,Michigan,East North Central,Midwest
1.0,14500.0,3898.6,4997.0,CarImp,Other,1.0,8.0,1.0,220.91726199,0.0,17.0,47.914521113,2018-07-14,harlingen,Texas,West South Central,South
1.0,14500.0,6911.5,9890.0,DebtCon,Other,18.0,0.0,0.0,177.86666667,,11.0,,2020-02-17,madisonville,Louisiana,West South Central,South
0.0,14500.0,4934.8,6800.0,DebtCon,Office,0.2,0.0,0.0,178.6,0.0,25.0,,2018-09-29,hollywood,Alabama,East South Central,South
1.0,14500.0,14900.0,,DebtCon,ProfExe,25.0,0.0,2.0,384.5,0.0,71.0,,2020-08-14,hampstead,Maryland,South Atlantic,South
0.0,14500.0,10068.5,12984.0,CarImp,ProfExe,9.0,0.0,0.0,166.84639629,2.0,32.0,27.527227051,2019-05-10,hope,Idaho,Mountain,West
0.0,14500.0,6763.1,8945.8,DebtCon,Other,4.0,0.0,0.0,24.955529607,1.0,4.0,39.103725167,2021-09-13,oldsmar,Florida,South Atlantic,South
0.0,14500.0,5946.5,7844.4,DebtCon,,7.0,,,,,,24.539945806,2018-08-04,williamston,Michigan,East North Central,Midwest
0.0,14500.0,,3518.3,DebtCon,Other,12.0,,,94.36324735,1.0,8.0,32.605000982,2018-07-20,watertown,Wisconsin,East North Central,Midwest
0.0,14500.0,7850.3,9055.8,DebtCon,Mgr,19.0,0.0,0.0,250.45228937,10.0,24.0,36.876234534,2018-03-30,woodbridge,California,Pacific,West
0.0,14500.0,4191.1,5498.5,DebtCon,ProfExe,4.0,0.0,0.0,254.66452576,0.0,35.0,38.724679607,2018-12-16,wilmington,Delaware,South Atlantic,South
0.0,14600.0,5404.0,6644.2,DebtCon,Other,6.0,0.0,0.0,237.59925433,0.0,18.0,34.883435314,2019-09-29,wayne,Michigan,East North Central,Midwest
0.0,14600.0,,6677.6,,,8.0,0.0,0.0,118.97606272,0.0,14.0,25.963060686,2020-09-09,custer city,Oklahoma,West South Central,South
0.0,14600.0,1541.1,5049.3,CarImp,Office,24.0,0.0,0.0,259.74689056,0.0,19.0,30.568713386,2021-04-17,weatherford,Texas,West South Central,South
0.0,14600.0,5822.9,7402.7,DebtCon,Other,2.0,0.0,0.0,228.56035401,0.0,9.0,34.124242283,2017-06-27,west point,New York,Middle Atlantic,Northeast
0.0,14600.0,6818.2,8309.1,DebtCon,Office,5.0,0.0,0.0,135.84837377,0.0,19.0,24.684137856,2019-01-01,east palestine,Ohio,East North Central,Midwest
0.0,14600.0,4605.7,6360.3,DebtCon,Other,,0.0,0.0,107.12103915,2.0,19.0,41.932036627,2017-03-09,ossining,New York,Middle Atlantic,Northeast
0.0,14600.0,5965.8,8038.4,DebtCon,,8.0,,,,,,25.192869401,2018-05-19,draper,Utah,Mountain,West
1.0,14600.0,12400.0,16800.0,DebtCon,ProfExe,4.0,0.0,0.0,146.86666667,2.0,29.0,,2017-08-10,lufkin,Texas,West South Central,South
0.0,14600.0,481.0,8800.0,CarImp,Other,14.0,0.0,1.0,266.83333333,0.0,23.0,,2021-07-25,ocala,Florida,South Atlantic,South
0.0,14600.0,20612.6,23591.2,CarImp,ProfExe,10.0,0.0,0.0,236.50811644,0.0,21.0,30.181217161,2019-01-30,bellevue,Washington,Pacific,West
0.0,14600.0,2805.0,4924.4,CarImp,Other,9.0,0.0,0.0,122.11663939,1.0,9.0,20.82876656,2020-03-13,hennessey,Oklahoma,West South Central,South
0.0,14600.0,1653.5,4699.3,CarImp,Office,24.0,0.0,0.0,260.89153319,0.0,20.0,28.1898371,2020-04-25,madison,Wisconsin,East North Central,Midwest
0.0,14600.0,7619.4,10646.1,DebtCon,Other,4.0,0.0,0.0,80.706197627,1.0,13.0,34.529550086,2021-07-26,o fallon,Missouri,West North Central,Midwest
1.0,14600.0,2134.0,4460.5,DebtCon,Office,13.0,0.0,0.0,126.73042833,0.0,5.0,36.46319167,2019-08-09,huntington beach,California,Pacific,West
1.0,14600.0,6799.7,8700.0,DebtCon,Other,11.0,1.0,,93.333333333,3.0,23.0,,2017-04-18,winter haven,Florida,South Atlantic,South
0.0,14600.0,8269.8,10496.3,DebtCon,Office,30.0,,1.0,344.28202028,1.0,50.0,33.974281202,2021-01-31,watervliet,New York,Middle Atlantic,Northeast
0.0,14600.0,687.1,5245.7,DebtCon,ProfExe,4.0,0.0,0.0,317.24400167,0.0,16.0,17.617908723,2019-06-12,hanford,California,Pacific,West
0.0,14600.0,5161.3,7791.2,DebtCon,Office,0.0,0.0,0.0,182.88257536,0.0,25.0,32.224452406,2017-01-22,wheeling,Illinois,East North Central,Midwest
0.0,14600.0,8619.9,9503.4,CarImp,Office,,0.0,0.0,164.29505001,1.0,25.0,41.546002515,2017-02-17,dixon,New Mexico,Mountain,West
0.0,14600.0,8205.1,11850.5,,,,,,,,,35.890562469,2019-10-02,lowell,Massachusetts,New England,Northeast
0.0,14600.0,8283.7,9579.6,DebtCon,Other,0.0,0.0,0.0,148.35522113,0.0,23.0,42.033084871,2020-12-19,holland,Ohio,East North Central,Midwest
0.0,14600.0,6347.5,8943.0,CarImp,Other,,0.0,0.0,286.30181489,0.0,19.0,28.638062771,2017-03-02,winnetka,California,Pacific,West
0.0,14700.0,4926.4,6859.1,DebtCon,Other,9.0,0.0,0.0,237.83915914,0.0,18.0,31.25670012,2017-04-23,north royalton,Ohio,East North Central,Midwest
0.0,14700.0,9934.3,12582.1,DebtCon,Mgr,5.0,,,257.04754426,2.0,41.0,39.832079025,2018-11-13,harrison,Tennessee,East South Central,South
0.0,14700.0,3030.6,4419.5,CarImp,Other,9.0,0.0,1.0,87.431226279,2.0,12.0,29.404935156,2018-04-07,nome,Texas,West South Central,South
0.0,14700.0,4717.7,6845.6,CarImp,ProfExe,3.0,0.0,0.0,193.68506884,2.0,18.0,34.542533238,2019-09-09,henderson,Nevada,Mountain,West
0.0,14700.0,3021.0,4275.1,DebtCon,Mgr,17.0,0.0,0.0,86.641823326,0.0,17.0,23.397362241,2018-11-30,westminster,California,Pacific,West
1.0,14700.0,5182.9,6913.6,DebtCon,Other,14.0,0.0,0.0,169.98530778,0.0,18.0,35.635393849,2021-06-28,dundalk,Maryland,South Atlantic,South
1.0,14700.0,14839.6,16240.3,DebtCon,Mgr,13.0,0.0,0.0,163.4989942,0.0,31.0,35.428415656,2017-05-08,minneapolis,Minnesota,West North Central,Midwest
0.0,14700.0,,,,,,,,,,,24.595377852,2017-01-04,westminster,California,Pacific,West
0.0,14700.0,1009.8,5165.3,DebtCon,ProfExe,3.0,0.0,0.0,302.652472,0.0,16.0,18.423923816,2020-10-05,west harrison,New York,Middle Atlantic,Northeast
0.0,14700.0,7688.8,9655.2,DebtCon,ProfExe,9.0,2.0,0.0,189.56390632,0.0,30.0,29.417708768,2021-11-01,linden,Michigan,East North Central,Midwest
0.0,14700.0,8944.8,11538.0,DebtCon,Office,11.0,0.0,0.0,222.81508892,0.0,12.0,40.524796869,2021-08-01,weatherford,Texas,West South Central,South
1.0,14700.0,9467.2,,,Other,14.0,0.0,1.0,67.038031911,0.0,11.0,40.317434429,2018-05-19,branson,Missouri,West North Central,Midwest
0.0,14700.0,10641.7,12358.0,CarImp,ProfExe,9.0,0.0,0.0,166.49606529,3.0,31.0,29.316710061,2021-05-15,oshkosh,Wisconsin,East North Central,Midwest
0.0,14700.0,2723.5,3910.2,CarImp,Other,8.0,0.0,0.0,71.420815089,2.0,11.0,29.151698162,2018-05-03,woodburn,Indiana,East North Central,Midwest
0.0,14700.0,7756.5,10132.0,CarImp,ProfExe,6.0,0.0,0.0,120.82737185,0.0,26.0,25.27620451,2019-04-16,lufkin,Texas,West South Central,South
0.0,14700.0,3315.0,4605.3,CarImp,Other,8.0,0.0,0.0,76.914717556,2.0,11.0,30.69643481,2018-05-20,north myrtle beach,South Carolina,South Atlantic,South
0.0,14700.0,6566.0,8193.7,DebtCon,Office,2.0,0.0,0.0,106.65751886,1.0,19.0,25.197806875,2018-04-02,checotah,Oklahoma,West South Central,South
0.0,14700.0,3516.4,6806.1,DebtCon,ProfExe,5.0,0.0,0.0,245.67057762,1.0,16.0,23.112289816,2018-02-25,camden,Alabama,East South Central,South
0.0,14700.0,1427.5,9037.6,CarImp,Other,14.0,0.0,1.0,273.60251714,0.0,23.0,26.84247974,2020-09-05,harrison,Arkansas,West South Central,South
0.0,14700.0,7693.1,9424.5,DebtCon,Other,5.0,3.0,0.0,78.687519875,0.0,21.0,25.430314939,2017-06-22,canton,Missouri,West North Central,Midwest
1.0,14700.0,6300.0,8925.0,DebtCon,ProfExe,4.0,0.0,0.0,87.466666667,0.0,28.0,,2020-05-02,moses lake,Washington,Pacific,West
0.0,14700.0,8296.7,11483.5,,,,,,,,,34.478073974,2017-10-30,chesapeake,Virginia,South Atlantic,South
0.0,14700.0,9066.2,11177.8,DebtCon,ProfExe,1.0,1.0,1.0,148.42324633,0.0,33.0,31.770101546,2017-08-11,weatherford,Texas,West South Central,South
0.0,14700.0,3583.2,6626.0,DebtCon,ProfExe,7.0,0.0,0.0,277.79408675,0.0,16.0,23.705359284,2020-11-12,north vernon,Indiana,East North Central,Midwest
0.0,14800.0,7687.5,9589.3,DebtCon,Other,4.0,2.0,0.0,88.754574794,0.0,21.0,24.224695417,2017-07-06,westlake village,California,Pacific,West
0.0,14800.0,9072.2,10569.5,DebtCon,Office,31.0,,0.0,321.40837406,2.0,50.0,35.240741305,2021-01-15,westminster,California,Pacific,West
0.0,14800.0,4891.0,7003.9,DebtCon,Other,8.0,0.0,1.0,94.971595989,3.0,48.0,30.920501687,2021-11-08,lodi,California,Pacific,West
0.0,14800.0,10025.5,11616.0,DebtCon,Other,10.0,0.0,0.0,184.77721416,0.0,26.0,34.483990385,2020-04-10,wayzata,Minnesota,West North Central,Midwest
0.0,14800.0,5373.8,6625.8,DebtCon,Other,7.0,0.0,0.0,240.86344144,0.0,17.0,34.532496085,2018-08-06,malta,Idaho,Mountain,West
0.0,14800.0,5057.0,6942.2,DebtCon,Other,3.0,0.0,0.0,191.17794146,0.0,13.0,36.64708052,2017-11-20,olney,Illinois,East North Central,Midwest
1.0,14800.0,,,CarImp,ProfExe,0.0,,,,,,,2019-10-14,waxahachie,Texas,West South Central,South
0.0,14800.0,6436.5,8527.2,DebtCon,Other,0.0,1.0,0.0,242.55236799,2.0,26.0,29.819634389,2017-10-08,north brunswick,New Jersey,Middle Atlantic,Northeast
1.0,14800.0,6380.0,9650.0,CarImp,Mgr,9.0,0.0,4.0,185.43333333,2.0,14.0,,2020-01-27,omaha,Texas,West South Central,South
0.0,14800.0,,4347.5,DebtCon,Other,,,,339.7,,17.0,,2019-09-17,cottonwood,Arizona,Mountain,West
0.0,14800.0,4900.0,9890.0,CarImp,Other,0.1,0.0,3.0,51.666666667,1.0,10.0,,2017-01-01,camden,Alabama,East South Central,South
0.0,14800.0,3800.0,5900.0,DebtCon,,6.0,1.0,0.0,107.53333333,2.0,10.0,,2021-02-07,morganton,North Carolina,South Atlantic,South
0.0,14800.0,8686.1,9334.1,CarImp,Office,,0.0,0.0,162.02394644,0.0,26.0,42.897162114,2018-02-19,windsor,Virginia,South Atlantic,South
0.0,14800.0,4669.8,6067.9,DebtCon,,6.0,1.0,0.0,126.49380515,2.0,10.0,28.394817363,2021-01-16,new bern,North Carolina,South Atlantic,South
0.0,14800.0,3028.2,6198.6,DebtCon,ProfExe,7.0,0.0,0.0,249.24880458,0.0,16.0,21.009280887,2018-02-01,williamsport,Pennsylvania,Middle Atlantic,Northeast
0.0,14800.0,4180.7,5093.1,DebtCon,ProfExe,4.0,0.0,0.0,269.71854827,1.0,35.0,38.507887732,2021-01-26,hopkinsville,Kentucky,East South Central,South
0.0,14800.0,4398.3,6082.6,DebtCon,,4.0,1.0,1.0,113.89796663,1.0,9.0,27.108081708,2020-05-13,westwego,Louisiana,West South Central,South
0.0,14800.0,6350.8,8731.0,DebtCon,Other,2.0,0.0,0.0,127.16522994,3.0,10.0,38.953722682,2021-08-02,long island city,New York,Middle Atlantic,Northeast
0.0,14800.0,6057.3,9318.7,DebtCon,Other,0.0,0.0,0.0,30.009474259,2.0,3.0,39.080207117,2019-12-04,weston,Florida,South Atlantic,South
0.0,14800.0,8889.8,10720.8,DebtCon,Office,30.0,,0.0,329.76021459,1.0,50.0,36.745013007,2018-07-06,evergreen,Alabama,East South Central,South
0.0,14800.0,1644.8,3877.4,DebtCon,Office,7.0,0.0,0.0,91.005539849,0.0,16.0,19.240351261,2020-05-03,hawthorne,New Jersey,Middle Atlantic,Northeast
0.0,14800.0,7388.7,10945.1,DebtCon,Other,6.0,0.0,0.0,81.314818639,2.0,13.0,33.981408348,2017-08-25,helotes,Texas,West South Central,South
0.0,14900.0,6530.3,8459.0,DebtCon,Office,6.0,0.0,0.0,121.06495368,1.0,19.0,22.576823939,2020-01-25,homestead,Florida,South Atlantic,South
0.0,14900.0,10117.9,11740.5,CarImp,Office,2.0,0.0,0.0,133.93050973,1.0,22.0,35.547407219,2019-07-09,onalaska,Wisconsin,East North Central,Midwest
0.0,14900.0,7087.2,8873.1,DebtCon,Other,4.0,0.0,0.0,243.99793481,3.0,26.0,29.048020616,2021-02-20,winter haven,Florida,South Atlantic,South
1.0,14900.0,5435.9,7840.8,DebtCon,Self,4.0,3.0,0.0,129.96775559,0.0,24.0,3.0161414514,2021-10-26,norwich,Connecticut,New England,Northeast
1.0,14900.0,5548.0,7646.4,CarImp,Other,15.0,0.0,1.0,122.08949983,5.0,20.0,43.06260476,2019-03-19,hatboro,Pennsylvania,Middle Atlantic,Northeast
0.0,14900.0,5650.6,8139.0,CarImp,ProfExe,12.0,0.0,2.0,170.76666667,0.0,14.0,,2017-01-21,oneonta,New York,Middle Atlantic,Northeast
0.0,14900.0,4570.1,7818.6,DebtCon,Mgr,5.0,0.0,0.0,125.03135342,1.0,8.0,26.343855653,2017-02-05,white plains,New York,Middle Atlantic,Northeast
0.0,14900.0,8548.6,9779.5,CarImp,Office,,0.0,0.0,173.01078502,1.0,26.0,41.583529165,2019-08-21,winnetka,California,Pacific,West
0.0,14900.0,6632.9,10082.4,CarImp,ProfExe,9.0,0.0,0.0,279.24075144,0.0,11.0,36.19837544,2019-08-30,hawthorne,California,Pacific,West
0.0,14900.0,8987.2,11802.7,DebtCon,ProfExe,0.0,1.0,1.0,155.44545292,1.0,34.0,33.135696766,2018-06-13,hephzibah,Georgia,South Atlantic,South
0.0,14900.0,,4406.6,CarImp,Other,0.0,0.0,0.0,313.77973109,1.0,8.0,27.751942776,2018-04-26,harvey,Illinois,East North Central,Midwest
0.0,14900.0,8716.7,11421.9,DebtCon,ProfExe,8.0,0.0,0.0,194.11317353,2.0,36.0,41.329763904,2017-07-18,oak park,Illinois,East North Central,Midwest
1.0,14900.0,5755.7,8061.1,DebtCon,Other,12.0,0.0,0.0,103.10650454,0.0,7.0,39.840875348,2021-07-27,buhl,Idaho,Mountain,West
0.0,14900.0,6584.3,8662.8,CarImp,Other,,0.0,0.0,288.58189104,0.0,20.0,28.275562841,2021-10-07,hudson,Illinois,East North Central,Midwest
0.0,14900.0,2224.5,3153.1,DebtCon,Office,7.0,0.0,0.0,91.074218176,0.0,16.0,21.620580277,2020-03-23,hawaiian gardens,California,Pacific,West
0.0,14900.0,4458.8,7233.1,DebtCon,ProfExe,6.0,0.0,0.0,156.33174453,2.0,11.0,28.164440536,2017-07-28,north matewan,West Virginia,South Atlantic,South
0.0,14900.0,8293.0,10335.2,CarImp,ProfExe,6.0,0.0,0.0,105.67597798,0.0,27.0,27.473814727,2018-06-17,conway springs,Kansas,West North Central,Midwest
0.0,14900.0,8739.1,9949.4,CarImp,Other,18.0,0.0,0.0,134.85999691,4.0,23.0,29.535058556,2021-07-16,hawthorne,New Jersey,Middle Atlantic,Northeast
0.0,14900.0,9764.6,13988.4,CarImp,ProfExe,13.0,0.0,0.0,119.08311639,5.0,22.0,36.360597073,2019-12-26,willis,Texas,West South Central,South
0.0,14900.0,4984.9,7007.5,DebtCon,Office,0.0,0.0,0.0,153.69186903,0.0,25.0,30.900915596,2021-10-19,marlow,Oklahoma,West South Central,South
0.0,14900.0,9793.0,11388.6,DebtCon,Office,3.0,0.0,0.0,267.8272583,0.0,33.0,28.420293345,2019-06-02,hawthorne,California,Pacific,West
0.0,14900.0,5121.9,14489.4,DebtCon,Other,1.0,0.0,0.0,275.28311554,5.0,42.0,39.323885122,2021-01-13,whitethorn,California,Pacific,West
0.0,14900.0,4864.9,8134.2,DebtCon,Mgr,3.0,0.0,0.0,110.05673141,0.0,8.0,28.802398701,2018-05-19,cedarburg,Wisconsin,East North Central,Midwest
1.0,14900.0,5820.4,7125.7,DebtCon,Office,3.0,3.0,2.0,206.51873487,1.0,50.0,43.762930265,2020-03-30,norwell,Massachusetts,New England,Northeast
0.0,14900.0,6972.3,8355.3,DebtCon,Office,5.0,0.0,0.0,114.85553461,1.0,19.0,22.957291799,2017-12-07,marble falls,Texas,West South Central,South
0.0,14900.0,7263.7,10329.7,DebtCon,Other,4.0,2.0,0.0,83.466086341,0.0,20.0,22.553039619,2021-09-13,harrisonburg,Virginia,South Atlantic,South
0.0,14900.0,6066.7,8129.3,DebtCon,,6.0,,,,,,27.573736504,2020-11-07,doddsville,Mississippi,East South Central,South
0.0,14900.0,4579.7,7194.2,DebtCon,Other,11.0,0.0,0.0,233.67873071,0.0,17.0,33.550265214,2017-05-31,lykens,Pennsylvania,Middle Atlantic,Northeast
0.0,14900.0,3612.0,5709.5,DebtCon,ProfExe,4.0,0.0,0.0,239.02367545,1.0,35.0,38.171623527,2017-04-22,fairport,New York,Middle Atlantic,Northeast
1.0,15000.0,,5486.9,DebtCon,Office,8.0,,,,,,,2017-01-15,waxahachie,Texas,West South Central,South
0.0,15000.0,8098.8,9740.4,DebtCon,ProfExe,10.0,3.0,0.0,188.50167197,1.0,30.0,26.5682704,2018-04-27,henefer,Utah,Mountain,West
0.0,15000.0,8148.3,13434.7,DebtCon,ProfExe,14.0,0.0,0.0,305.91507573,0.0,18.0,29.653563484,2020-04-01,weatherford,Texas,West South Central,South
0.0,15000.0,9322.6,10814.9,DebtCon,Sales,11.0,,1.0,152.79769083,1.0,17.0,34.250266185,2021-05-06,concordia,Kansas,West North Central,Midwest
1.0,15000.0,4500.0,8500.0,CarImp,Mgr,11.0,0.0,0.0,110.0,0.0,31.0,,2019-02-23,west point,New York,Middle Atlantic,Northeast
1.0,15000.0,39955.0,,CarImp,Mgr,0.9,0.0,0.0,138.16666667,1.0,18.0,,2019-08-26,mcminnville,Tennessee,East South Central,South
1.0,15000.0,,,CarImp,,1.0,1.0,0.0,108.53333333,0.0,22.0,,2017-02-16,avondale,Arizona,Mountain,West
1.0,15000.0,6300.0,10005.0,DebtCon,Other,,1.0,0.0,135.3,1.0,20.0,,2018-09-05,willis,Texas,West South Central,South
1.0,15000.0,473.4,5550.0,CarImp,Other,24.0,2.0,0.0,14.6,1.0,1.0,,2017-07-28,cumberland city,Tennessee,East South Central,South
1.0,15000.0,,2750.0,CarImp,Other,11.0,1.0,1.0,62.3,2.0,3.0,,2020-05-19,harrison,Tennessee,East South Central,South
1.0,15000.0,820.0,4207.5,DebtCon,ProfExe,18.0,1.0,0.0,122.23314815,0.0,23.0,,2017-03-19,ocilla,Georgia,South Atlantic,South
1.0,15000.0,9800.0,13279.0,DebtCon,Other,1.5,0.0,3.0,107.66666667,1.0,21.0,,2019-09-17,west covina,California,Pacific,West
1.0,15000.0,4920.0,7290.0,DebtCon,Other,10.0,0.0,0.0,174.03329961,1.0,16.0,,2017-06-05,minier,Illinois,East North Central,Midwest
1.0,15000.0,16300.0,20756.2,DebtCon,ProfExe,6.0,0.0,0.0,247.58424908,1.0,27.0,,2019-08-27,ontario,California,Pacific,West
1.0,15000.0,4500.0,6825.0,DebtCon,Other,7.0,0.0,1.0,55.966666667,0.0,4.0,,2020-07-01,winter haven,Florida,South Atlantic,South
1.0,15000.0,8600.0,,DebtCon,Mgr,1.0,0.0,0.0,63.7,1.0,27.0,,2018-12-12,hanapepe,Hawaii,Pacific,West
1.0,15000.0,3700.0,5848.8,CarImp,Other,2.0,0.0,0.0,266.93333333,0.0,48.0,,2020-05-13,ewa beach,Hawaii,Pacific,West
1.0,15000.0,8300.0,11400.0,DebtCon,ProfExe,18.0,0.0,0.0,207.23333333,0.0,27.0,,2018-11-03,oak park,Illinois,East North Central,Midwest
1.0,15000.0,4077.2,6202.5,CarImp,Other,,0.0,1.0,120.6,2.0,19.0,,2017-07-06,magna,Utah,Mountain,West
1.0,15000.0,2000.0,4739.4,CarImp,Other,13.0,0.0,0.0,66.133333333,0.0,11.0,,2018-10-12,berrien springs,Michigan,East North Central,Midwest
1.0,15000.0,2900.0,10500.0,CarImp,Other,7.0,0.0,4.0,97.666666667,1.0,8.0,,2018-10-28,winter park,Florida,South Atlantic,South
1.0,15000.0,3800.0,7320.0,DebtCon,Other,6.0,0.0,0.0,171.3,0.0,17.0,,2019-08-03,hightstown,New Jersey,Middle Atlantic,Northeast
1.0,15000.0,,,DebtCon,,0.0,2.0,1.0,91.266666667,1.0,10.0,,2018-05-29,o fallon,Missouri,West North Central,Midwest
1.0,15000.0,8900.0,12240.0,CarImp,Mgr,1.0,0.0,2.0,136.46666667,0.0,19.0,,2021-01-05,hammond,Indiana,East North Central,Midwest
1.0,15000.0,4878.6,7250.0,DebtCon,Other,10.0,0.0,0.0,75.4,2.0,9.0,,2019-02-27,oregon,Wisconsin,East North Central,Midwest
1.0,15000.0,5790.0,8820.0,DebtCon,ProfExe,10.0,,,,,,,2018-05-21,webster,Texas,West South Central,South
1.0,15000.0,3420.0,3890.0,DebtCon,Other,9.2,0.0,0.0,170.7,4.0,21.0,,2021-12-02,mokena,Illinois,East North Central,Midwest
1.0,15000.0,3762.4,6056.2,DebtCon,Other,,0.0,1.0,186.86666667,7.0,26.0,,2018-08-19,mandeville,Louisiana,West South Central,South
1.0,15000.0,10623.9,13594.2,DebtCon,ProfExe,19.5,0.0,1.0,9.1,2.0,24.0,,2017-01-07,morrisville,North Carolina,South Atlantic,South
1.0,15000.0,1850.0,1900.0,DebtCon,Other,2.0,0.0,1.0,20.166666667,0.0,2.0,,2020-03-13,oakton,Virginia,South Atlantic,South
1.0,15000.0,550.0,2902.5,DebtCon,Other,25.0,0.0,5.0,275.5,1.0,19.0,,2020-02-26,whitethorn,California,Pacific,West
1.0,15000.0,7126.9,9750.0,DebtCon,Other,9.0,0.0,0.0,118.16666667,1.0,19.0,,2020-06-08,new ulm,Minnesota,West North Central,Midwest
1.0,15000.0,9693.1,13739.0,DebtCon,Other,0.2,0.0,0.0,114.86666667,1.0,16.0,,2019-08-25,westbury,New York,Middle Atlantic,Northeast
1.0,15000.0,,7475.0,DebtCon,,,,,,,,,2021-03-04,lindale,Texas,West South Central,South
0.0,15000.0,261.9,5731.0,DebtCon,Sales,0.3,0.0,0.0,322.6,0.0,6.0,,2017-06-12,bucyrus,Missouri,West North Central,Midwest
0.0,15000.0,,8736.0,DebtCon,Office,28.0,0.0,0.0,323.63333333,0.0,16.0,,2018-02-05,linden,Michigan,East North Central,Midwest
0.0,15000.0,5000.0,9000.0,DebtCon,ProfExe,5.5,0.0,0.0,130.86666667,2.0,22.0,,2021-10-26,winnetka,California,Pacific,West
0.0,15000.0,1800.0,16358.0,CarImp,Self,7.0,0.0,0.0,304.36666667,0.0,27.0,,2019-11-06,milton,Florida,South Atlantic,South
0.0,15000.0,6200.0,9457.5,CarImp,ProfExe,23.0,0.0,0.0,238.4,1.0,24.0,,2018-03-17,himrod,New York,Middle Atlantic,Northeast
0.0,15000.0,4888.2,15600.0,DebtCon,ProfExe,20.0,0.0,0.0,239.5,0.0,28.0,,2019-01-17,madison,Wisconsin,East North Central,Midwest
0.0,15000.0,,4880.0,DebtCon,Office,2.0,0.0,0.0,86.266666667,2.0,9.0,,2017-09-25,harrison,Tennessee,East South Central,South
0.0,15000.0,4272.0,7000.0,DebtCon,Other,1.0,,2.0,289.0,1.0,10.0,,2017-08-16,waynesboro,Tennessee,East South Central,South
0.0,15000.0,7333.5,9940.0,DebtCon,ProfExe,0.5,0.0,0.0,273.93333333,2.0,21.0,,2017-05-23,madison,Mississippi,East South Central,South
0.0,15000.0,12500.0,15400.0,DebtCon,Mgr,,0.0,0.0,223.20307018,0.0,19.0,,2018-10-20,orrtanna,Pennsylvania,Middle Atlantic,Northeast
0.0,15000.0,13544.2,17590.0,DebtCon,Mgr,11.0,0.0,0.0,247.56666667,0.0,21.0,,2020-03-10,caseville,Michigan,East North Central,Midwest
0.0,15000.0,,9400.0,,Other,,0.0,0.0,186.7,1.0,10.0,,2017-01-28,north myrtle beach,South Carolina,South Atlantic,South
0.0,15000.0,5300.0,8340.0,CarImp,ProfExe,5.0,0.0,0.0,120.3,0.0,13.0,,2018-08-12,dewey,Arizona,Mountain,West
0.0,15000.0,5426.1,8800.0,,ProfExe,10.0,0.0,0.0,,1.0,16.0,,2017-08-28,watsontown,Pennsylvania,Middle Atlantic,Northeast
